64 
10.0 291.01870462029643 
30.0 290.8068979334599 
50.0 290.7356822301586 
70.0 290.70663582192657 
90.0 290.6917131368553 
110.0 290.68220198810747 
130.0 290.6758896936437 
150.0 290.671645792369 
170.0 290.6687518373822 
190.0 290.6672828261516 
210.0 290.666361042633 
230.0 290.66577692065096 
250.0 290.6660650776255 
270.0 290.6671605300634 
290.0 290.66849610470246 
310.0 290.6700036579865 
330.0 290.67172473700754 
350.0 290.6738596432012 
370.0 290.67615163648145 
390.0 290.67862736040246 
410.0 290.6816448256571 
430.0 290.68538622673196 
450.0 290.6899835766449 
470.0 290.69567424063627 
490.0 290.70307375764264 
510.0 290.7131465206405 
530.0 290.72772473772903 
550.0 290.75063188214136 
570.0 290.7905294894931 
590.0 290.8716429057625 
610.0 291.0703942137687 
630.0 291.65320106656765 
650.0 293.0610782694583 
670.0 295.1046934371242 
690.0 296.8354694470857 
710.0 297.752290906958 
730.0 298.0666626644175 
750.0 298.1601320436051 
770.0 298.2128995089816 
790.0 298.2671239627895 
810.0 298.3277462217458 
830.0 298.389988913206 
850.0 298.450649727875 
870.0 298.51035209647154 
890.0 298.57018461554594 
910.0 298.63023929433376 
930.0 298.69026858846945 
950.0 298.75023314543415 
970.0 298.81017586607715 
990.0 298.87009494531566 
1010.0 298.9300228114671 
1030.0 298.98999524443457 
1050.0 299.04996730150003 
1070.0 299.1098869192473 
1090.0 299.1697759327006 
1110.0 299.2296688103531 
1130.0 299.2895635097231 
1150.0 299.3494491443669 
1170.0 299.409299042938 
1190.0 299.46896491147197 
1210.0 299.52831812944765 
1230.0 299.58805093393346 
1250.0 299.64983260720055 
1270.0 299.7093885184545 
